ID,Language_ID,Parameter_ID,Value
ps-provenance,ps,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
pt-name,pt,name,Portuguese
pt-family,pt,family,Indo-European (Romance)
pt-context,pt,context,The ISO 639-1 alias of por — see that dossier; Wiktionary descendant lists arrive under this two-letter form.
pt-provenance,pt,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
qeb-name,qeb,name,Eblaite (ORACC tag)
qeb-family,qeb,family,East Semitic
qeb-context,qeb,context,"ORACC's in-house q-range code for Eblaite, carried verbatim by the JSON parser's l-node discipline: two dccmt mathematical tablets from Ebla (TM 75.G.1392, TM 75.G.2346). The bulk of held Eblaite lives under ISO 639-3 xeb — the CDLI adapter censused its own ""qeb"" against the catalog and normalized it there (6,844 documents); these two stay qeb because ORACC's tags travel unmapped."
qeb-provenance,qeb,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
qpc-name,qpc,name,Proto-cuneiform
qpc-family,qpc,family,pre-linguistic notation
qpc-context,qpc,context,The pre-linguistic administrative tablets of the late 4th millennium BCE (dcclt archaic lists) — signs before language.
qpc-provenance,qpc,provenance,exported: 2026-07-14 (ledger language_notes + seed yml)
qpe-name,qpe,name,Linear/Proto-Elamite (CDLI local code)
qpe-family,qpe,family,language isolate (Elamite; undeciphered scripts)
qpe-context,qpe,context,"CDLI's own local-use q-code, kept verbatim as the honest home of the undeciphered Elamite scripts (the dump is their only machine-readable keeper): 11 documents — the Susa Linear Elamite monuments LinElam A–I (ca. 2200 BCE) and a Proto-Elamite Sialk tablet (ca. 3100–2900 BCE). Deciphered cuneiform Elamite lives under ISO elx; qpe is the lane where the writing, not the language, is what's known. Sibling of qpc, proto-cuneiform."
qpe-provenance,qpe,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
qur-name,qur,name,Urartian (ORACC tag)
qur-family,qur,family,Hurro-Urartian
qur-context,qur,context,"ORACC's in-house q-range code for Urartian, surfacing on 8 eCUT texts — the Ayanis bronzes (eCUT CB Ay-41…48) — whose every l-node carries ""qur"" where the corpus's other 699 documents carry ISO 639-3 xur; 18 gold-lemma rows ride along. The JSON parser takes each text's majority l-node tag verbatim, so this eCUT-internal inconsistency is preserved honestly; the language itself is the xur shelf's."
qur-provenance,qur,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
qvi-name,qvi,name,Imbabura Quechua
qvi-family,qvi,family,Quechuan
qvi-context,qvi,context,"Imbabura Quechua (Imbabura Highland Quichua) is a northern Quechuan language spoken in Imbabura Province in the Ecuadorian Andes, in intense long-term contact with Spanish. Held as the WOLD Imbabura Quechua vocabulary (Jorge A. Gómez Rendón; Haspelmath & Tadmor eds. 2009) — loanword-status and donor-language evidence at the etym desk."
qvi-provenance,qvi,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
rif-name,rif,name,Tarifiyt Berber
rif-family,rif,family,Afro-Asiatic (Berber)
rif-context,rif,context,"Tarifiyt is a Berber language of the Afro-Asiatic family, spoken in the Rif mountains of northern Morocco with heavy Arabic (and some Spanish and French) contact influence. Held as the WOLD Tarifiyt Berber vocabulary (Maarten Kossmann; Haspelmath & Tadmor eds. 2009) — loanword-status and donor-language evidence at the etym desk."
rif-provenance,rif,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
rm-name,rm,name,Romansh
rm-family,rm,family,Indo-European (Romance)
rm-context,rm,context,"Switzerland's fourth national language, the Rhaeto-Romance of Grisons, spoken in five written idioms bridged since 1982 by the compromise standard Rumantsch Grischun. It reaches this library through the etymology desk's cognate lists."
rm-provenance,rm,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
rmy-name,rmy,name,Vlax Romani
rmy-family,rmy,family,Indo-Aryan < Indo-European
rmy-context,rmy,context,"Romani is an Indo-Aryan language carried from India into Europe; the dataset held here records Selice Romani, a South Central dialect spoken in Selice, southwestern Slovakia, saturated with Hungarian and Slovak contact material. Held as the WOLD Selice Romani vocabulary (Viktor Elšík; Haspelmath & Tadmor eds. 2009) — loanword-status and donor-language evidence at the etym desk."
rmy-provenance,rmy,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
ro-name,ro,name,Romanian
ro-family,ro,family,Romance (Eastern Romance)
ro-context,ro,context,"Eastern Romance of the lower Danube; held here for its historical stratum. The corpus is UD_Romanian-Nonstandard (three CoNLL-U splits, 26,225 sentences) — 16th-century-onward nonstandard and early-modern texts — with 455,270 gold lemma rows and 1,224 reflex edges into the Romance etymology net."
ro-provenance,ro,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
roa-name,roa,name,Romance
roa-context,roa,context,"Latin's descendants beyond the standards — Old Catalan/Italian/Leonese (roa-oca/oit/ole), Gallo (roa-gal), Franc-Comtois (roa-fcm)…."
roa-provenance,roa,provenance,exported: 2026-07-14 (ledger language_notes + seed yml)
roa-bbn-name,roa-bbn,name,Bourbonnais-Berrichon
roa-bbn-family,roa-bbn,family,"Indo-European (Romance, Oïl)"
roa-bbn-context,roa-bbn,context,"The Oïl dialect group of the Bourbonnais and Berry in central France, part of the crescent transitional toward Occitan. Wiktionary tracks it with an exceptional code among the langues d'oïl. It reaches this library through the etymology desk's cognate lists."
roa-bbn-provenance,roa-bbn,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
roa-brg-name,roa-brg,name,Bourguignon
roa-brg-family,roa-brg,family,"Indo-European (Romance, Oïl)"
roa-brg-context,roa-brg,context,"The Oïl speech of Burgundy, with a modest patois literature from the 17th century onward. Wiktionary tracks it with an exceptional code among the langues d'oïl. It reaches this library through the etymology desk's cognate lists."
roa-brg-provenance,roa-brg,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
roa-fcm-name,roa-fcm,name,Franc-Comtois
roa-fcm-family,roa-fcm,family,"Indo-European (Romance, Oïl)"
roa-fcm-context,roa-fcm,context,"The Oïl language of Franche-Comté and the Swiss Jura, where it survives alongside Arpitan and holds recognition in the canton of Jura. It reaches this library through the etymology desk's cognate lists."
roa-fcm-provenance,roa-fcm,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
roa-oca-name,roa-oca,name,Old Catalan
roa-oca-family,roa-oca,family,Indo-European (Romance)
roa-oca-context,roa-oca,context,"The Catalan of the medieval Crown of Aragon, from the Homilies d'Organyà to Llull and Martorell's Tirant lo Blanch, when it ranked among the great Mediterranean chancery and literary languages. It reaches this library through the etymology desk's cognate lists."
roa-oca-provenance,roa-oca,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
roa-opt-name,roa-opt,name,Old Galician-Portuguese
roa-opt-family,roa-opt,family,Romance (Ibero-Romance) < Italic < Indo-European
roa-opt-context,roa-opt,context,"The medieval Romance of the Iberian northwest, ~12th–15th centuries, common ancestor of Galician and Portuguese and the prestige lyric language of courts across the peninsula — Castilian kings composed in it. Its monument is the cantiga corpus: love songs in the poet's voice (cantigas de amor) and the girl's (cantigas de amigo), and songs of mockery (escárnio e maldizer), preserved in the great songbooks — the Cancioneiro da Ajuda and the Biblioteca Nacional and Vatican cancioneiros. This library holds Projeto Littera's Cantigas Medievais Galego-Portuguesas edition of that corpus: 1,682 documents, 34,162 verse passages, the single largest Romance verse shelf here. The code is the Wikimedia convention — Romance collective roa plus opt — since ISO gives the language no code of its own."
roa-opt-provenance,roa-opt,provenance,"noted: 2026-08-02 (curated note added, Wikipedia-derived)"
rom-name,rom,name,Romani
rom-family,rom,family,Indo-European (Indo-Aryan)
rom-context,rom,context,"The Indo-Aryan macrolanguage of the Roma, carried from India into the Balkans by the 14th century and now spoken across Europe in deeply divergent dialects; the library's rmy dossier covers its Vlax branch. It reaches this library through the etymology desk's cognate lists."
rom-provenance,rom,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
ron-name,ron,name,Romanian
ron-family,ron,family,Romance (Eastern Romance) < Italic < Indo-European
ron-context,ron,context,"The Eastern Romance language of Romania and Moldova, grown from Danubian Latin in long separation from the rest of the Romance world — heavy Slavic contact in its lexicon, Balkan Sprachbund features in its grammar, and a written record that begins only in the 16th century. That double character is why it matters here: the library holds WOLD's Romanian vocabulary (2,270 loanword-scored entries) on one side, and on the other the Romanian reflex rows in DÉRom's Proto-Romance etymon articles, where Romanian's early separation makes it a key comparative witness — with IE-CoR's cognate variety below."
ron-provenance,ron,provenance,"exported: 2026-07-14 (ledger language_notes + seed yml); noted: 2026-08-02 (curated note added, Wikipedia-derived)"
rop-name,rop,name,Australian Kriol
rop-family,rop,family,English-lexified creole
rop-context,rop,context,"The creole of northern Australia, formed after the 1908 Roper River mission gathered children of many Aboriginal language groups; today it has tens of thousands of speakers across the Top End and Kimberley. It reaches this library through the etymology desk's cognate lists."
rop-provenance,rop,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
rsk-name,rsk,name,Pannonian Rusyn
rsk-family,rsk,family,"Indo-European (Slavic, West)"
rsk-context,rsk,context,"The language of the Rusyns of Vojvodina and Slavonia, standardized in the 18th–20th centuries and official in Serbian Vojvodina; though counted with East Slavic Rusyn by name, its base is West Slavic, close to eastern Slovak dialects. It reaches this library through the etymology desk's cognate lists."
rsk-provenance,rsk,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
ru-name,ru,name,Russian
ru-family,ru,family,"Indo-European (Slavic, East)"
ru-context,ru,context,The ISO 639-1 alias of rus — see that dossier; Wiktionary descendant lists arrive under this two-letter form.
ru-provenance,ru,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
rue-name,rue,name,Rusyn
rue-family,rue,family,East Slavic
rue-context,rue,context,"Carpathian Rusyn — the East Slavic language of the Carpathian arc, descended from the same Rus' continuum as Ukrainian; upstream also calls it Carpathian Rusyn."
rue-provenance,rue,provenance,exported: 2026-07-14 (ledger language_notes + seed yml)
rup-name,rup,name,Aromanian
rup-family,rup,family,"Indo-European (Romance, Eastern)"
rup-context,rup,context,"The Balkan Romance language of the Aromanians of Greece, Albania, North Macedonia and beyond, sister to Romanian from the common Eastern Romance stock but shaped by centuries of Greek symbiosis. It reaches this library through the etymology desk's cognate lists."
rup-provenance,rup,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
ruq-name,ruq,name,Megleno-Romanian
ruq-family,ruq,family,Romance (Eastern)
